facilityName,Division,LOCATION,County,Constituency,facilityType,Agency,Lat,Lng
MOKOWE HEALTH CENTRE,HINDI,MOKOWE,LAMU,LAMU WEST,3,MOH,-2.226905,40.830624
MPEKETONI HEALTH CENTRE,MPEKETONI,MPEKETONI,LAMU,LAMU WEST,3,MOH,-2.38934,40.6976
WITU HEALTH CENTRE,WITU,WITU,LAMU,LAMU WEST,3,MOH,-2.39067,40.435958
JILORE HEALTH CENTRE,MALINDI,JILORE,KILIFI,KALOLENI,3,MOH,-3.18922,39.905842
MARAFA HEALTH CENTRE MAGARINI,MARAFA,MARAFA,KILIFI,KALOLENI,3,MOH,-3.02833,39.959728
KONGOWEA HEALTH CENTRE,KISAUNI,KONGOWEA,MOMBASA,KISAUNI,3,MOH,-4.041348,39.684077
LIKONI HEALTH CENTRE,LIKONI,LIKONI,MOMBASA,KISAUNI,3,MOH,-4.085214,39.655484
MTONGWE HEALTH CENTRE,LIKONI,MTONGWE,MOMBASA,KISAUNI,3,MOH,-4.081243,39.639063
TUDOR HEALTH CENTRE,ISLAND,TUDOR,MOMBASA,KISAUNI,3,MOH,-4.029273,39.661421
KASIGAU HEALTH CENTRE,WUNDANYI,WERUGHA,TAITA TAVETA,WUNDANYI,3,MOH,-3.3842,38.3438
MBALE HEALTH CENTRE,WUNDANYI,MBALE,TAITA TAVETA,WUNDANYI,3,MOH,-3.3793,38.383011
MPINZINYI HEALTH CENTRE,MWATATE,KISHAMBA,TAITA TAVETA,WUNDANYI,3,MOH,-3.45746,38.37886
MWATATE HEALTH CENTRE,MWATATE,MWACHABO,TAITA TAVETA,WUNDANYI,3,MOH,-3.50728,38.368629
USIANI DISP,MUTONGONI,,,,4,MOH,0.00E+00,0.00E+00
NYACHE HEALTH CENTRE,WUNDANYI,WUMINGU,TAITA TAVETA,WUNDANYI,3,MOH,-3.33836,38.380901
SAGALA HEALTH CENTRE,VOI,SAGALLA,TAITA TAVETA,WUNDANYI,3,MOH,-3.49354,38.582191
WUNDANYI HEALTH CENTRE,WUNDANYI,WUNDANYI,TAITA TAVETA,WUNDANYI,3,MOH,-3.41828,38.359781
BURA HEALTH CENTRE,BURA,BURA,TANA RIVER,GALOLE,3,MOH,-1.18281,39.838829
GARSEN HEALTH CENTRE,GARSEN,BILISA,TANA RIVER,GALOLE,3,MOH,-2.27091,40.10762
KIPINI HEALTH CENTRE,KIPINI,KIPINI,TANA RIVER,GALOLE,3,MOH,-2.5308,40.541761
MADOGO HEALTH CENTRE,MADOGO,MADOGO,TANA RIVER,GALOLE,3,MOH,-0.47267,39.607311
MAUMAU SEC SUB-HEALTH CENTRE,GALORE,KIARIKUNGU,TANA RIVER,GALOLE,3,MOH,-1.50592,40.00832
MORORO HEALTH CENTRE,MADOGO,MORORO,GARISSA,BALAMBALA,3,MOH,-0.474663,39.632476
KANYAKINE HEALTH CENTRE,ABOGETA,KITHANGARI,MERU,NORTH IMENTI,3,MOH,-0.120981,37.6702
KIBIRICHIA HEALTH CENTRE,ABOTHUGUCHI WEST,KIAMIOGO,MERU,NORTH IMENTI,3,MOH,0.125967,37.5037
MKUMBUNE SUB DISTRICT HOSPITAL,NKUENE,MIKUMBUNE,MERU,NORTH IMENTI,3,MOH,-0.072225,37.6006
RUIRI RHDC,BUURI,RUIRI,MERU,NORTH IMENTI,3,MOH,0.162059,37.6436
TIMAU HEALTH CENTRE,TIMAU,NGUSISHI,MERU,NORTH IMENTI,3,MOH,0.110137,37.265
URUKU H C,NKUENE,NKUENE,MERU,NORTH IMENTI,3,MOH,-0.030434,37.6088
KARAU H C,MANYATTA,NGINDA,EMBU,RUNYENJES,3,MOH,-0.387075,37.4615
KARURUMO RHTC,KYENI,KARURUMO,EMBU,RUNYENJES,3,MOH,-0.46,37.66
KIANJOKOMA HEALTH CENTRE,RUNYENJES,KAGAARI NORTH,EMBU,RUNYENJES,3,MOH,-0.397093,37.5016
KIBUGU HEALTH CENTRE,MANYATTA,NGINDA,EMBU,RUNYENJES,3,MOH,-0.444346,37.4352
KINNA H C,KINNA,KINNA,ISIOLO,ISIOLO NORTH,3,MOH,0.372175,38.1796
MERTI HEALTH CENTRE,MERTI,MERTI,ISIOLO,ISIOLO NORTH,3,MOH,1.06354,38.6421
IKUTHA HEALTH CENTRE,IKUTHA,IKUTHA,KITUI,KITUI EAST,3,MOH,-2.07467,38.1845
KATULANI HEALTH CENTRE,CENTRAL,KATULANI,KITUI,KITUI EAST,3,MOH,-1.52074,37.9566
KAUWI HEALTH CENTRE,KABATI,KAUWI,KITUI,KITUI EAST,3,MOH,-1.23961,37.9032
KISASI HEALTH CENTRE,CHULUNI,KISASI,KITUI,KITUI EAST,3,MOH,-1.56242,38.0305
MIAMBANI HEALTH CENTRE,CENTRAL,MIAMBANI,KITUI,KITUI EAST,3,MOH,-1.26299,38.1134
MUTITO HEALTH CENTRE,MUTITU,MUTITU,KITUI,KITUI EAST,3,MOH,-1.23648,38.2011
YATTA HEALTH CENTRE,YATTA,YATTA,KITUI,KITUI EAST,3,MOH,-1.46519,37.8399
KATANGI HEALTH CENTRE,YATTA,KATANGI,MACHAKOS,YATTA,3,MOH,-1.39932,37.6764
KAVIANI HEALTH CENTRE,KATHIANI,IVETI,MACHAKOS,YATTA,3,MOH,-1.4753,37.2992
KIMUTWA SHC,CENTRAL,KIMUTWA,MACHAKOS,YATTA,3,MOH,-1.613212,37.263212
KISIKI HEALTH CENTRE,YATTA,MAVOLONI,MACHAKOS,YATTA,3,MOH,-1.05604,37.4413
KITHIOKO HEALTH CENTRE,MASINGA,KITHYOKO,MACHAKOS,YATTA,3,MOH,-1.0745,37.7859
KYAWANGO HEALTH CENTRE,MWALA,MWALA,MACHAKOS,YATTA,3,MOH,-1.30981,37.4961
MASII HEALTH CENTRE,MWALA,MASII,MACHAKOS,YATTA,3,MOH,-1.45878,37.4409
MATUU RHDC,YATTA,MATUU,MACHAKOS,YATTA,3,MOH,-1.13356,37.5545
MBIUNI SUB-HEALTH CENTRE,MWALA,MBIUNI,MACHAKOS,YATTA,3,MOH,-1.24029,37.3933
MITABONI H C,KATHIANI,MITABONI,MACHAKOS,YATTA,3,MOH,-1.362324,37.232325
MUMBUNI HEALTH CENTRE,MWALA,MBIUNI,MACHAKOS,YATTA,3,MOH,-1.27536,37.4438
MUTHETHENI HEALTH CENTRE,YATHUI,MIU,MACHAKOS,YATTA,3,MOH,-1.49991,37.5379
MWALA RHDC,MWALA,MWALA,MACHAKOS,YATTA,3,MOH,-1.35103,37.4715
THINU H C,KATHIANI,MITABONI,MACHAKOS,YATTA,3,MOH,-1.421233,37.272132
WAMUNYU HEALTH CENTRE,YATHUI,WAMUNYU,MACHAKOS,YATTA,3,MOH,-1.40332,37.5619
KALAWA HEALTH CENTRE,KALAWA,KALAWA,MAKUENI,KIBWEZI WEST,3,MOH,-1.64506,37.71162
KALII SUB H C,MAKINDU,TWAANDU,MAKUENI,KIBWEZI WEST,3,MOH,-2.10167,37.76038
KALULINI SUB HEALTH CENTRE,KIBWEZI,KIKUMBULYU,MAKUENI,KIBWEZI WEST,3,MOH,-2.34879,37.99387
KATHONZWENI SUB H C,KATHONZWENI,KATHONZWENI,MAKUENI,KIBWEZI WEST,3,MOH,-1.91277,37.72884
KATHULUMBI SUB H C,KALAWA,KATHULUMBI,MAKUENI,KIBWEZI WEST,3,MOH,-1.73039,37.78815
KIBWEZI HEALTH CENTRE,KIBWEZI,KIKUMBULYU,MAKUENI,KIBWEZI WEST,3,MOH,-2.4096,37.96676
KIKUMINI HEALTH CENTRE,NGUU,ITHUMBA,MAKUENI,KIBWEZI WEST,3,MOH,-2.04329,37.57379
KISAU HEALTH CENTRE,KISAU,KISAU,MAKUENI,KIBWEZI WEST,3,MOH,-1.62502,37.55719
KITISE HEALTH CENTRE,KATHONZWENI,KITISE,MAKUENI,KIBWEZI WEST,3,MOH,-2.05631,37.87693
MASONGALENI HEALTH CENTRE,KIBWEZI,MASONGALENI,MAKUENI,KIBWEZI WEST,3,MOH,-2.36843,38.12828
MATILIKU HEALTH CENTRE,MATILIKU,NZAUI,MAKUENI,KIBWEZI WEST,3,MOH,-1.94649,37.53499
MAVINDINI HEALTH CENTRE,KATHONZWENI,MAVINDINI,MAKUENI,KIBWEZI WEST,3,MOH,-1.81798,37.78557
MTITO ANDEI HEALTH CENTRE,MTITO ANDEI,MTITO-ANDEI,MAKUENI,KIBWEZI WEST,3,MOH,-2.671688,38.16549
MUKUYUNI HEALTH CENTRE,KAITI,OKIA,MAKUENI,KIBWEZI WEST,3,MOH,-1.74542,37.45857
MUTEMBUKU SUB HEALTH CENTRE,KALAWA,KATHULUMBI,MAKUENI,KIBWEZI WEST,3,MOH,-1.69642,37.81112
MUTYAMBUA SUB HEALTH CENTRE,MBITINI,MUTYAMBUA,MAKUENI,KIBWEZI WEST,3,MOH,-1.94467,37.44551
NGWATA SUB HEALTH CENTRE,MTITO ANDEI,NGWATA,MAKUENI,KIBWEZI WEST,3,MOH,-2.52758,38.04904
NZEVENI SUB HEALTH CENTRE,MTITO ANDEI,NZAMBANI,MAKUENI,KIBWEZI WEST,3,MOH,-2.59171,37.99668
NZIU SUB HEALTH CENTRE,MATILIKU,KALAMBA,MAKUENI,KIBWEZI WEST,3,MOH,-1.81368,37.53664
SULTAN HAMUD HEALTH CENTRE,KASIKEU,KIOU,MAKUENI,KIBWEZI WEST,3,MOH,-2.01401,37.38714
TAWA DEMONSTRATION H C,KISAU,KITETA,MAKUENI,KIBWEZI WEST,3,MOH,-1.54532,37.46568
ILLERET SUB HEALTH CENTRE,NORTH HORR,ILLERET,MARSABIT,NORTH HORR,3,MOH,4.04737,36.4309
KIAMBERE HEALTH CENTRE,GACHOKA,KIAMBERE,EMBU,RUNYENJES,3,MOH,-0.691489,37.8007
KIRITIRI HEALTH CENTRE,GACHOKA,KIANJIRU,EMBU,RUNYENJES,3,MOH,-0.678952,37.6411
NGUNI HEALTH CENTRE,NGUNI,NGUNI,KITUI,KITUI EAST,3,MOH,-0.80286,38.309
NUU HEALTH CENTRE,NUU,NUU,KITUI,KITUI EAST,3,MOH,-1.06937,38.3641
TSEIKURU HEALTH CENTRE,TSEIKURU,TSEIKURU,KITUI,KITUI EAST,3,MOH,-0.319403,38.2011
AKACHIU H C KANUNI H C,IGEMBE S/WEST,AKACHIU,MERU,NORTH IMENTI,3,MOH,0.20324,37.90234
LAARE HEALTH CENTRE,LAARE,ANTUAMBUI,MERU,NORTH IMENTI,3,MOH,0.33692,37.9391
MBEU RURAL DEMONSTRATION UNIT,URINGU,MBEU,MERU,NORTH IMENTI,3,MOH,0.08231,37.80232
MUTUATI H C,MUTUATI,KABACHI,MERU,NORTH IMENTI,3,MOH,0.385305,37.9798
KANJUKI HEALTH CENTRE,IGAMBANG'OMBE,KAJUKI,THARAKA - NITHI,MAARA,3,MOH,-0.34231,37.83232
MPUKONI HEALTH CENTRE,MAGUMONI,KABUBONI,THARAKA - NITHI,MAARA,3,MOH,-0.380376,37.6608
MUTHAMBI HEALTH CENTRE,MUTHAMBI,GITINJE,THARAKA - NITHI,MAARA,3,MOH,-0.28,37.68
CHIAKARIGA HEALTH CENTRE,SOUTH THARAKA,CHIAKARIGA,THARAKA - NITHI,MAARA,3,MOH,-0.28,37.92
DAADAB SUB- HEALTH CENTRE,JARAJILA,YUMBIS,GARISSA,BALAMBALA,3,MOH,-0.08411,40.212
HULUGHO SUB HEALTH CENTRE,HULUGHO,HADI,GARISSA,BALAMBALA,3,MOH,-1.57508,41.5061
LIBOI HEALTH CENTRE,LIBOI,LIBOI,GARISSA,BALAMBALA,3,MOH,0.34724,40.8309
MASALANI HEALTH CENTRE,MASALANI,MASALANI,GARISSA,BALAMBALA,3,MOH,-1.6501,40.2964
MODOGASHE HEALTH CENTRE,MODOGASHE,MODOGASHE,GARISSA,BALAMBALA,3,MOH,0.66606,39.143
ELWAK HEALTH CENTRE,ELWAK,ELWAK SOUTH,MANDERA,MANDERA SOUTH,3,MOH,2.784906,40.935457
TAKABA HEALTH CENTRE,TAKABA,TAKABA,MANDERA,MANDERA SOUTH,3,MOH,3.372873,40.215075
BUNA HEALTH CENTRE,BUNA,BUNA,WAJIR,WAJIR WEST,3,MOH,3.019239,39.461783
BUTE HEALTH CENTRE,BUTE,BUTE,WAJIR,WAJIR WEST,3,MOH,3.378396,39.41198
GRIFTU HEALTH CENTRE,GRIFTU,GRIFTU,WAJIR,WAJIR WEST,3,MOH,2.04256,39.7807
HABASWEIN HEALTH CENTRE,HABASWEIN,HABASWEIN,WAJIR,WAJIR WEST,3,MOH,0.969016,39.504103
HADADO HEALTH CENTRE,HADADO,HADADO NORTH,WAJIR,WAJIR WEST,3,MOH,1.521219,39.449424
KHOROF HARAR H C,WAJIR-BOR,KHOROF-HARAR,WAJIR,WAJIR WEST,3,MOH,2.075658,40.532626
TARBAJ HEALTH CENTRE,TARBAJ,TARBAJ,WAJIR,WAJIR WEST,3,MOH,2.152085,40.09833
INDUSTRIAL AREA PRISON HEALTH CENTRE,MAKADARA,VIWANDANI,NAIROBI,KAMUKUNJI,3,MOH,-1.29805,36.83661
KAMITI HEALTH CENTRE,KASARANI,KAHAWA,NAIROBI,KAMUKUNJI,3,MOH,-1.1761,36.89342
KAYOLE HEALTH CENTRE,EMBAKASI,KAYOLE,NAIROBI,KAMUKUNJI,3,MOH,-1.26649,36.91668
LADY NORTH HEALTH CENTRE,WESTLANDS,KILIMANI,NAIROBI,KAMUKUNJI,3,MOH,-1.28551,36.81064
LANGATA HEALTH CENTRE,KIBERA,MUGUMOINI,NAIROBI,KAMUKUNJI,3,MOH,-1.31814,36.7783
LOCO HEALTH CENTRE,MAKADARA,VIWANDANI,NAIROBI,KAMUKUNJI,3,MOH,-1.29131,36.82667
NAIROBI SOUTH B HEALTH CENTRE,MAKADARA,MUKURU NYAYO,NAIROBI,KAMUKUNJI,3,MOH,-1.309483,36.836938
NYS HEALTH CENTRE,KASARANI,RUARAKA,NAIROBI,KAMUKUNJI,3,MOH,-1.24995,36.86425
NYS PUBLIC HEALTH,KASARANI,RUARAKA,NAIROBI,KAMUKUNJI,3,MOH,-1.24995,36.86425
ABIDHA HC,RARIEDA,EAST ASEMBO,SIAYA,UGENYA,3,MOH,-0.15902,34.41064
GOT AGULU HEALTH CENTRE,USIGU,WEST YIMBO,SIAYA,UGENYA,3,MOH,-0.0341,34.0248
MADIANY HEALTH CENTRE,MADIANY,EAST UYOMA,SIAYA,UGENYA,3,MOH,-0.28134,34.3224
MANYUANDA HEALTH CENTRE,MADIANY,WEST UYOMA,SIAYA,UGENYA,3,MOH,-0.25252,34.27609
SARADIDI HEALTH CENTRE,RARIEDA,CENTRAL ASEMBO,SIAYA,UGENYA,3,MOH,-0.11288,34.39692
KENYENYA HC,KENYENYA,MAJOGE MASABA,KISII,NYARIBARI CHACHE,3,MOH,-0.886333,34.7289
NDURU HEALTH CENTRE,NYAMARAMBE,S. MUGIRANGO CENTRAL,KISII,NYARIBARI CHACHE,3,MOH,-0.80782,34.62814
NYACHEKI HEALTH CENTRE,NYACHEKI,BASSI BORABU,KISII,NYARIBARI CHACHE,3,MOH,-0.89071,34.8772
NYAMACHE HEALTH CENTRE,NYAMACHE,BASSI CENTRAL,KISII,NYARIBARI CHACHE,3,MOH,-0.85352,34.82805
GOT KOJOWI H C,NYARONGI,EAST KWAMBWAI,HOMA BAY,RANGWE,3,MOH,-0.752199,34.2553
MAGINA H C,RIANA,CENTRAL KABUOCH,HOMA BAY,RANGWE,3,MOH,-0.69035,34.5158
NDHIWA H C,NDHIWA,WEST KANYAMWA,HOMA BAY,RANGWE,3,MOH,-0.732657,34.3322
NDIRU H C,RANGWE,WEST KAGAN,HOMA BAY,RANGWE,3,MOH,-0.50254,34.5812
NYAGORO H C,RANGWE,EAST KOCHIA,HOMA BAY,RANGWE,3,MOH,-0.507608,34.5293
OBERA HEALTH CENTRE,RIANA,WEST KABUOCH,HOMA BAY,RANGWE,3,MOH,-0.69451,34.4844
PALA H C,RIANA,SOUTH KABUOCH,HOMA BAY,RANGWE,3,MOH,-0.82374,34.464
RANGWE HC,RANGWE,GEM CENTRAL,HOMA BAY,RANGWE,3,MOH,-0.615395,34.5988
IBACHO HEALTH CENTRE,MASABA,NYARIBARI CENTRAL,KISII,NYARIBARI CHACHE,3,MOH,-0.805683,34.9046
IBENO HEALTH CENTRE,KEUMBU,IBENO,KISII,NYARIBARI CHACHE,3,MOH,-0.77724,34.85208
IRANDA SUB- HEALTH CENTRE,MOSOCHO,NYAKOE,KISII,NYARIBARI CHACHE,3,MOH,-0.62433,34.7812
IYABE SUB HEALTH CENTRE,SUNEKA,IYABE,KISII,NYARIBARI CHACHE,3,MOH,-0.691033,34.6799
KIOGORO SUB-HEALTH CENTRE,KEUMBU,KIOGORO,KISII,NYARIBARI CHACHE,3,MOH,-0.718833,34.7811
MARANI HEALTH CENTRE,MARANI,MWAGICHANA,KISII,NYARIBARI CHACHE,3,MOH,-0.575467,34.7982
MASIMBA HEALTH CENTRE,MASABA,NYARIBARI MASABA,KISII,NYARIBARI CHACHE,3,MOH,-0.858733,34.9404
RIANA HEALTH CENTRE,SUNEKA,RIANA,KISII,NYARIBARI CHACHE,3,MOH,-0.6556,34.6631
RIOTANCHI HEALTH CENTRE,SUNEKA,BOMORENDA,KISII,NYARIBARI CHACHE,3,MOH,-0.70485,34.7163
CHEPNGOMBE HEALTH CENTRE,BORABU,ESISE,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.85534,35.0001
EKERENYO HEALTH CENTRE,EKERENYO,EKERENYO,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.52795,34.9707
ESANI SUB-HEALTH CENTRE,RIGOMA,MOCHENWA,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.70872,34.9466
KEROKA HEALTH CENTRE,RIGOMA,EAST KITUTU,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.7509,34.9191
MAGOMBO SUB-HEALTH CENTRE,MANGA,KEMERA,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.66654,34.8361
MANGA HEALTH CENTRE,MANGA,CENTRAL KITUTU,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.63574,34.8729
NYAMAIYA SUB-HEALTH CENTRE,NYAMIRA,W. MUGIRANGO,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.48712,34.9084
NYAMUSI HEALTH CENTRE,EKERENYO,N. MUG. CHACHE,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.44761,34.9727
TINGA SUB-HEALTH CENTRE,NYAMIRA,BOSAMARO CHACHE,NYAMIRA,NORTH MUGIRANGO,3,MOH,-0.60026,34.893
KOMBEWA RHTC,KOMBEWA,S.C. SEME,KISUMU,NYAKACH,3,MOH,-0.097329,34.5053
NYAHERA HC,WINAM,NORTH KISUMU,KISUMU,NYAKACH,3,MOH,-0.031469,34.714786
NYALENDA SUB-HEALTH CENTRE,WINAM,WEST KOLWA,KISUMU,NYAKACH,3,MOH,-0.136876,34.7475
BUGUMBE HEALTH CENTRE,MABERA,TAGARE,MIGORI,KURIA EAST,3,MOH,-1.16137,34.4367
ISIBANIA RURAL DEMONSTRATION CENTRE,MABERA,BUGEMBE SOUTH,MIGORI,KURIA EAST,3,MOH,-1.202746,34.464607
KEGONGA HEALTH CENTRE,KEGONGA,NYABASI EAST,MIGORI,KURIA EAST,3,MOH,-1.24622,34.6495
MASABA HEALTH CENTRE,MASABA,BUGEMBE NORTH,MIGORI,KURIA EAST,3,MOH,-1.11731,34.5322
NTIMARU HEALTH CENTRE,NTIMARU,BWIREGE WEST,MIGORI,KURIA EAST,3,MOH,-1.34212,34.686
AGENGA SUB-HEALTH CENTRE,NYATIKE,CENTRAL KADEM,MIGORI,KURIA EAST,3,MOH,-0.935185,34.2474
AWENDO HEALTH CENTRE,AWENDO,CENTRAL SAKWA,MIGORI,KURIA EAST,3,MOH,-0.897013,34.5238
KANYIMACH SUB-HEALTH CENTRE,AWENDO,EAST SAKWA,MIGORI,KURIA EAST,3,MOH,-0.968655,34.6113
KARUNGU HEALTH CENTRE,KARUNGU,WEST KARUNGU,MIGORI,KURIA EAST,3,MOH,-0.841291,34.1565
KWOYO KODALO HEALTH CENTRE,AWENDO,NORTH SAKWA,MIGORI,KURIA EAST,3,MOH,-0.776614,34.5088
MACALDER HEALTH CENTRE,NYATIKE,SOUTH EAST KADEM,MIGORI,KURIA EAST,3,MOH,-0.969037,34.2996
MARIWA HEALTH CENTRE,AWENDO,SOUTH SAKWA,MIGORI,KURIA EAST,3,MOH,-0.958705,34.5469
MUHURU HEALTH CENTRE,MUHURU,WEST MUHURU,MIGORI,KURIA EAST,3,MOH,-0.997569,34.084083
ONGO SUB HEALTH CENTRE,RONGO,EAST KAMAGAMBO,HOMA BAY,RANGWE,3,MOH,-0.6623,34.5712
RONGO HEALTH CENTRE,RONGO,CENTRAL KAMAGAMBO,MIGORI,KURIA EAST,3,MOH,-0.744324,34.6021
URIRI SUB-HEALTH CENTRE,URIRI,CENTRAL KANYAMKAGO,MIGORI,KURIA EAST,3,MOH,-0.942382,34.5051
KATITO HEALTH CENTRE,LOWER NYAKACH,N.E NYAKACH,KISUMU,NYAKACH,3,MOH,-0.263883,34.9649
KUSA HEALTH CENTRE,UPPER NYAKACH,THURDIBUORO,KISUMU,NYAKACH,3,MOH,-0.331291,34.854
MASOGO SUB-HEALTH CENTRE,MIWANI,N.E KANO,KISUMU,NYAKACH,3,MOH,-0.086547,35.0095
NYAKONGO HEALTH CENTRE,NYANDO,WAWIDHI,KISUMU,NYAKACH,3,MOH,-0.161584,34.985492
NYANGOMA HEALTH CENTRE,MIWANI,NYANGOMA,KISUMU,NYAKACH,3,MOH,-0.1384,35.0531
SIGOTI HEALTH CENTRE,UPPER NYAKACH,SIGOTI,KISUMU,NYAKACH,3,MOH,-0.345272,34.969642
SONDU HEALTH CENTRE,UPPER NYAKACH,SOUTH NYAKACH,KISUMU,NYAKACH,3,MOH,-0.380033,35.0012
TAMU HEALTH CENTRE,MUHORONI,TAMU,KISUMU,NYAKACH,3,MOH,-0.094844,35.2045
ADIEDO H C,EAST KARACHUONYO,KANYALUO WEST,HOMA BAY,RANGWE,3,MOH,-0.420942,34.6015
HOMA LIME H C,WEST KARACHUONYO,KANAM A,HOMA BAY,RANGWE,3,MOH,-0.414279,34.462036
KABONDO H C,KABONDO,RAMULA,HOMA BAY,RANGWE,3,MOH,-0.40823,34.8781
KANDIEGE H C,WEST KARACHUONYO,KOYUGI,HOMA BAY,RANGWE,3,MOH,-0.45638,34.5297
MIRIU H C,EAST KARACHUONYO,WANG'CHIENG,HOMA BAY,RANGWE,3,MOH,-0.33976,34.7682
OTHORO H C,KABONDO,WANG'CHIENG,HOMA BAY,RANGWE,3,MOH,-0.429427,34.9579
GOGO HEALTH CENTRE,YALA,NORTH GEM,SIAYA,UGENYA,3,MOH,0.093434,34.4248
KODIAGA HEALTH CENTRE,YALA,NORTH GEM,SIAYA,UGENYA,3,MOH,0.106619,34.4566
MALANGA HEALTH CENTRE,YALA,NORTH GEM,SIAYA,UGENYA,3,MOH,0.1334,34.4295
NDERE HEALTH CENTRE,YALA,NORTH GEM,SIAYA,UGENYA,3,MOH,0.1385,34.3857
NJEJRA HEALTH CENTRE,WAGAI,WEST GEM,SIAYA,UGENYA,3,MOH,-0.001698,34.4071
NYAGOND HEALTH CENTRE,WAGAI,N.EAST GEM,SIAYA,UGENYA,3,MOH,0.050708,34.4149
NYANGWE HEALTH CENTRE,YALA,CENTRAL GEM,SIAYA,UGENYA,3,MOH,0.073523,34.454
NYAWARA HEALTH CENTRE,YALA,CENTRAL GEM,SIAYA,UGENYA,3,MOH,0.09451,34.4888
OGERO HEALTH CENTRE,WAGAI,SOUTH GEM,SIAYA,UGENYA,3,MOH,0.005518,34.4828
OPICHE HEALTH CENTRE,YALA,NORTH GEM,SIAYA,UGENYA,3,MOH,0.120028,34.4372
RAMULA HEALTH CENTRE,WAGAI,SOUTH GEM,SIAYA,UGENYA,3,MOH,-0.0175,34.4988
RERA HEALTH CENTRE,WAGAI,SOUTH GEM,SIAYA,UGENYA,3,MOH,-0.005207,34.448
RWAMBWA H C,UKWALA,UKWALA,SIAYA,UGENYA,3,MOH,0.196039,34.188548
SIGOMER HEALTH CENTRE,UGUNJA,EAST UHOLO,SIAYA,UGENYA,3,MOH,0.1963,34.3645
SIREMBE HEALTH CENTRE,WAGAI,N.WEST GEM,SIAYA,UGENYA,3,MOH,0.095027,34.4
UKWALA HEALTH CENTRE,UKWALA,UKWALA,SIAYA,UGENYA,3,MOH,0.2078,34.1808
KITARE HEALTH CENTRE,MBITA,GEMBE EAST,HOMA BAY,RANGWE,3,MOH,-0.48212,34.32213
MAGUNGA HEALTH CENTRE,GWASSI,GWASSI CENTRAL,HOMA BAY,RANGWE,3,MOH,-0.69086,34.1474
MBITA HEALTH CENTRE,MBITA,GEMBE WEST,HOMA BAY,RANGWE,3,MOH,-0.467294,34.2043
OGONGO HEALTH CENTRE,LAMBWE,LAMBWE WEST,HOMA BAY,RANGWE,3,MOH,-0.58123,34.35123
SENA HEALTH CENTRE,MFANGANO,MFANGANO EAST,HOMA BAY,RANGWE,3,MOH,-0.4679,34.0621
BARWESA H C,BARWESA,LAWAN,BARINGO,BARINGO CENTRAL,3,MOH,0.713168,35.7013
CHEMALENGOT H C,NGINYANG,RIBKWO,BARINGO,BARINGO CENTRAL,3,MOH,0.987236,35.9877
KABARTONJO H C,KABARTONJO,OSSEN,BARINGO,BARINGO CENTRAL,3,MOH,0.626092,35.7877
KAMPI YA SAMAKI SUB-H C,KABARTONJO,BARTUM,BARINGO,BARINGO CENTRAL,3,MOH,0.641564,36.0224
KIMALEL H C,MARIGAT,KIMALEL,BARINGO,BARINGO CENTRAL,3,MOH,0.477825,35.8828
KIPTAGICH H C,SACHO,SACHO MOSOP,BARINGO,BARINGO CENTRAL,3,MOH,0.358997,35.7909
KITURO H C,KABARNET,KITURO,BARINGO,BARINGO CENTRAL,3,MOH,0.484228,35.7846
KOLOA H C,KOLLOWA,KOLLOWA,BARINGO,BARINGO CENTRAL,3,MOH,1.2162,35.7587
MARIGAT H C,MARIGAT,MARIGAT,BARINGO,BARINGO CENTRAL,3,MOH,0.487792,35.9782
MOCHONGOI H C,MOCHONGOI,MOCHONGOI,BARINGO,BARINGO CENTRAL,3,MOH,0.316934,36.1847
MOGORWA H C,TENGES,EMOM,BARINGO,BARINGO CENTRAL,3,MOH,0.304039,35.7189
NGINYANG HC,NGINYANG,LOYAMOROK,BARINGO,BARINGO CENTRAL,3,MOH,0.968155,36.0202
SALAWA H C,SALAWA,KABARNET SOI,BARINGO,BARINGO CENTRAL,3,MOH,0.499544,35.6603
SERETUNIN SUB-H C,KABARNET,EWALEL,BARINGO,BARINGO CENTRAL,3,MOH,0.556304,35.7864
TENGES H C,TENGES,TENGES,BARINGO,BARINGO CENTRAL,3,MOH,0.327464,35.8045
BOMET SUB-HEALTH CENTRE,BOMET CENTRAL,TOWNSHIP,BOMET,CHEPALUNGU,3,MOH,-0.78031,35.33807
KAPKOROS HEALTH CENTRE,BOMET CENTRAL,SIBAIYAN,BOMET,CHEPALUNGU,3,MOH,-0.665095,35.275022
NDANAI HEALTH CENTRE,NDANAI,NDANAI,BOMET,CHEPALUNGU,3,MOH,-0.829001,35.1067
OLBUTYO H C,SIONGIROI,SIONGIROI,BOMET,CHEPALUNGU,3,MOH,-0.873524,35.24234
SIOGIROI HEALTH CENTRE,SIONGIROI,SIONGIROI,BOMET,CHEPALUNGU,3,MOH,-0.873065,35.2131
